5.0;2.0;1.0;2.0;2.0;1.0;0.0;0.0;0.0
10.0;15.0;5.0;9.0;3.0;2.0;1.0;1.0;0.0
379.0;620.0;584.0;244.0;153.0;107.0;2.0;12.0;1.0
16.0;4.0;23.0;409.0;335.0;173.0;7.0;66.0;12.0
1.0;4.0;12.0;8.0;12.0;5.0;0.0;3.0;1.0
15.0;4.0;3.0;261.0;126.0;510.0;1.0;21.0;1.0
86.0;57.0;111.0;169.0;136.0;198.0;120.0;249.0;327.0
12.0;2.0;10.0;112.0;61.0;22.0;8.0;73.0;5.0
2.0;2.0;6.0;3.0;11.0;4.0;1.0;0.0;6.0
